CustomCryptofTomorrow;0;False;False;1;0;1;1
32;0;0;10;14;10;0
33;12;0;10;14;10;0
34;24;0;10;14;10;0
35;36;0;10;14;10;0
36;48;0;10;14;10;0
37;60;0;10;14;10;0
38;72;0;10;14;10;0
39;84;0;10;14;10;0
40;96;0;10;14;10;0
41;108;0;10;14;10;0
42;120;0;10;14;10;0
43;132;0;10;14;10;0
44;144;0;10;14;10;0
45;156;0;10;14;10;0
46;168;0;10;14;10;0
47;180;0;10;14;10;0
48;192;0;10;14;10;0
49;204;0;10;14;10;0
50;216;0;10;14;10;0
51;228;0;10;14;10;0
52;240;0;10;14;10;0
53;252;0;10;14;10;0
54;264;0;10;14;10;0
55;276;0;10;14;10;0
56;288;0;10;14;10;0
57;300;0;10;14;10;0
58;312;0;10;14;10;0
59;324;0;10;14;10;0
60;336;0;10;14;10;0
61;348;0;10;14;10;0
62;360;0;10;14;10;0
63;372;0;10;14;10;0
64;384;0;10;14;10;0
65;396;0;10;14;10;0
66;408;0;10;14;10;0
67;420;0;10;14;10;0
68;432;0;10;14;10;0
69;444;0;10;14;10;0
70;456;0;10;14;10;0
71;468;0;10;14;10;0
72;480;0;10;14;10;0
73;492;0;10;14;10;0
74;504;0;10;14;10;0
75;516;0;10;14;10;0
76;528;0;10;14;10;0
77;540;0;10;14;10;0
78;552;0;10;14;10;0
79;564;0;10;14;10;0
80;576;0;10;14;10;0
81;588;0;10;14;10;0
82;600;0;10;14;10;0
83;612;0;10;14;10;0
84;624;0;10;14;10;0
85;636;0;10;14;10;0
86;648;0;10;14;10;0
87;660;0;10;14;10;0
88;672;0;10;14;10;0
89;684;0;10;14;10;0
90;696;0;10;14;10;0
91;708;0;10;14;10;0
92;720;0;10;14;10;0
93;732;0;10;14;10;0
94;744;0;10;14;10;0
95;756;0;10;14;10;0
96;768;0;10;14;10;0
97;780;0;10;14;10;0
98;792;0;10;14;10;0
99;804;0;10;14;10;0
100;816;0;10;14;10;0
101;828;0;10;14;10;0
102;840;0;10;14;10;0
103;852;0;10;14;10;0
104;864;0;10;14;10;0
